"","date","all","a014y","a1564y","a6574y","a7584y","a85plusy","mal","fem","inf","ment","cvd","resp","uri","station","f_id","temp"
"1","1998-01-07",1,0,1,0,0,0,0,1,1,0,0,0,0,"Montana",0,1.2
"2","1998-01-08",1,0,0,1,0,0,1,0,0,0,0,1,0,"Montana",0,1.8
"3","1998-01-17",1,0,0,0,1,0,1,0,0,0,0,0,1,"Montana",0,-2.7
"4","1998-01-22",1,0,0,0,1,0,1,0,0,0,1,0,0,"Montana",0,-8.1
"5","1998-01-24",1,0,1,0,0,0,1,0,0,0,1,0,0,"Montana",0,-6.3
"6","1998-01-27",1,0,0,0,0,1,0,1,0,0,0,0,1,"Montana",0,-4.7
"7","1998-01-29",1,0,1,0,0,0,0,1,0,1,0,0,0,"Montana",0,-4.3
"8","1998-02-05",1,0,0,0,1,0,0,1,0,0,0,1,0,"Montana",0,-1.9
"9","1998-02-09",1,1,0,0,0,0,1,0,0,0,0,1,0,"Montana",0,1.9
"10","1998-02-13",1,0,1,0,0,0,1,0,1,0,0,0,0,"Montana",0,5.6
"11","1998-02-16",1,1,0,0,0,0,1,0,0,0,0,1,0,"Montana",0,7.6
"12","1998-02-18",2,0,2,0,0,0,1,1,0,1,0,0,1,"Montana",0,4.9
"13","1998-02-22",1,1,0,0,0,0,0,1,1,0,0,0,0,"Montana",0,1.2
"14","1998-02-23",1,0,1,0,0,0,1,0,0,0,1,0,0,"Montana",0,-2
"15","1998-02-24",2,0,0,1,1,0,0,2,0,0,1,1,0,"Montana",0,-0.4
"16","1998-03-02",1,0,0,0,1,0,0,1,0,0,0,1,0,"Montana",3,-0.5
"17","1998-03-07",1,1,0,0,0,0,0,1,0,0,0,1,0,"Montana",0,5.9
"18","1998-03-08",1,0,0,0,0,1,1,0,0,0,0,1,0,"Montana",0,0
"19","1998-03-10",1,0,0,0,1,0,1,0,0,0,0,1,0,"Montana",0,-6.3
"20","1998-03-11",1,0,1,0,0,0,0,1,0,0,1,0,0,"Montana",71,-3.4
"21","1998-03-12",1,0,0,0,1,0,1,0,0,0,1,0,0,"Montana",0,-3.2
"22","1998-03-14",1,0,1,0,0,0,0,1,0,0,0,0,1,"Montana",0,-1.8
"23","1998-03-20",1,0,1,0,0,0,1,0,1,0,0,0,0,"Montana",0,1
"24","1998-03-28",3,0,0,2,1,0,1,2,0,0,3,0,0,"Montana",26,7.8
"25","1998-04-03",1,0,0,1,0,0,1,0,0,0,0,1,0,"Montana",116,7.6
"26","1998-04-06",2,1,0,0,0,1,2,0,1,0,0,1,0,"Montana",2,4.7
"27","1998-04-08",2,1,1,0,0,0,1,1,0,0,1,1,0,"Montana",0,2.2
"28","1998-04-09",1,0,0,0,1,0,1,0,0,0,1,0,0,"Montana",77,3.3
"29","1998-04-14",1,0,0,0,1,0,1,0,0,0,0,0,1,"Montana",32,-3.3
"30","1998-04-15",1,0,1,0,0,0,1,0,0,0,1,0,0,"Montana",78,0
"31","1998-04-17",1,0,1,0,0,0,0,1,0,0,0,0,1,"Montana",0,0.4
"32","1998-04-21",1,0,0,0,1,0,0,1,0,0,1,0,0,"Montana",1,6.6
"33","1998-05-01",1,0,0,0,0,1,0,1,0,1,0,0,0,"Montana",9,5.6
"34","1998-05-03",1,0,1,0,0,0,0,1,0,0,1,0,0,"Montana",0,7.4
"35","1998-05-07",1,0,1,0,0,0,1,0,1,0,0,0,0,"Montana",42,8.8
"36","1998-05-14",1,0,0,0,0,1,0,1,0,0,1,0,0,"Montana",1,14.6
"37","1998-05-16",1,0,0,0,0,1,0,1,0,0,1,0,0,"Montana",0,11.7
"38","1998-05-18",1,0,0,0,1,0,1,0,0,0,0,1,0,"Montana",0,8.9
"39","1998-05-22",1,0,0,0,1,0,0,1,0,0,1,0,0,"Montana",0,9.8
"40","1998-05-25",1,0,0,0,1,0,1,0,0,0,1,0,0,"Montana",0,8.5
"41","1998-06-12",1,0,1,0,0,0,1,0,0,0,0,1,0,"Montana",0,2.9
"42","1998-06-17",1,0,0,0,0,1,1,0,0,0,0,1,0,"Montana",0,8.9
"43","1998-06-22",1,1,0,0,0,0,0,1,0,0,0,1,0,"Montana",0,18.9
"44","1998-07-01",1,1,0,0,0,0,1,0,1,0,0,0,0,"Montana",58,16.5
"45","1998-07-02",1,0,1,0,0,0,1,0,0,1,0,0,0,"Montana",0,14.8
"46","1998-07-03",1,0,1,0,0,0,1,0,0,1,0,0,0,"Montana",0,10.5
"47","1998-07-05",1,0,0,0,1,0,1,0,0,0,0,0,1,"Montana",0,13.8
"48","1998-07-20",2,0,2,0,0,0,0,2,0,0,1,0,1,"Montana",86,21.2
"49","1998-07-28",1,0,1,0,0,0,1,0,0,0,1,0,0,"Montana",0,12.6
"50","1998-08-03",1,0,1,0,0,0,1,0,0,1,0,0,0,"Montana",0,12
"51","1998-08-08",1,0,0,1,0,0,1,0,0,0,1,0,0,"Montana",0,20.6
"52","1998-08-13",1,0,1,0,0,0,1,0,0,0,1,0,0,"Montana",0,16.5
"53","1998-08-14",1,0,1,0,0,0,0,1,0,0,0,0,1,"Montana",0,16.8
"54","1998-08-16",1,0,0,0,1,0,0,1,1,0,0,0,0,"Montana",0,18.5
"55","1998-08-19",1,0,1,0,0,0,1,0,0,0,1,0,0,"Montana",0,14.9
"56","1998-08-23",1,0,0,1,0,0,1,0,0,0,1,0,0,"Montana",0,14.9
"57","1998-08-25",1,0,0,1,0,0,1,0,0,0,0,1,0,"Montana",0,11.3
"58","1998-08-27",1,0,1,0,0,0,1,0,0,1,0,0,0,"Montana",0,11.9
"59","1998-08-28",1,0,0,1,0,0,1,0,0,1,0,0,0,"Montana",0,8.4
"60","1998-09-01",1,0,1,0,0,0,1,0,0,0,0,0,1,"Montana",0,16.7
"61","1998-09-02",1,0,1,0,0,0,0,1,0,1,0,0,0,"Montana",50,15.6
"62","1998-09-06",1,0,1,0,0,0,0,1,1,0,0,0,0,"Montana",0,11.1
"63","1998-09-08",1,0,1,0,0,0,1,0,0,0,1,0,0,"Montana",0,12.5
"64","1998-09-11",1,1,0,0,0,0,1,0,1,0,0,0,0,"Montana",0,9.9
"65","1998-09-16",1,0,0,0,1,0,1,0,0,0,1,0,0,"Montana",0,9.9
"66","1998-09-17",1,0,1,0,0,0,0,1,0,1,0,0,0,"Montana",0,7.1
"67","1998-09-18",1,0,0,0,1,0,1,0,0,0,0,1,0,"Montana",0,7
"68","1998-09-19",1,0,0,1,0,0,0,1,0,0,0,0,1,"Montana",0,8.7
"69","1998-09-20",1,0,0,0,1,0,0,1,0,0,1,0,0,"Montana",0,8.1
"70","1998-09-22",2,0,2,0,0,0,2,0,0,1,1,0,0,"Montana",4,8.6
"71","1998-09-28",1,0,1,0,0,0,1,0,0,1,0,0,0,"Montana",0,7
"72","1998-09-29",1,0,0,1,0,0,1,0,0,0,1,0,0,"Montana",0,8.8
"73","1998-10-05",1,0,0,0,1,0,1,0,0,0,1,0,0,"Montana",5,5.8
"74","1998-10-06",1,1,0,0,0,0,1,0,0,0,0,1,0,"Montana",42,7.1
"75","1998-10-10",1,0,1,0,0,0,1,0,0,0,0,1,0,"Montana",5,6.8
"76","1998-10-14",2,0,1,1,0,0,1,1,0,0,1,1,0,"Montana",0,8
"77","1998-10-18",1,0,0,0,1,0,1,0,0,0,1,0,0,"Montana",0,5.8
"78","1998-10-27",1,0,0,0,0,1,0,1,0,0,1,0,0,"Montana",0,2.7
"79","1998-10-29",1,0,1,0,0,0,1,0,0,0,0,1,0,"Montana",0,6.2
"80","1998-10-30",1,0,1,0,0,0,1,0,0,0,1,0,0,"Montana",0,0.2
"81","1998-10-31",1,0,0,1,0,0,1,0,0,0,0,0,1,"Montana",0,2.2
"82","1998-11-01",1,0,1,0,0,0,0,1,0,0,0,0,1,"Montana",0,3.7
"83","1998-11-03",1,0,0,0,0,1,1,0,0,0,1,0,0,"Montana",0,4.8
"84","1998-11-05",1,0,1,0,0,0,0,1,1,0,0,0,0,"Montana",0,0
"85","1998-11-12",1,0,0,0,1,0,1,0,0,0,1,0,0,"Montana",12,-1.1
"86","1998-11-16",1,0,1,0,0,0,0,1,1,0,0,0,0,"Montana",0,-3.8
"87","1998-11-22",1,0,0,0,0,1,1,0,0,0,0,1,0,"Montana",2,-8.2
"88","1998-11-27",1,0,1,0,0,0,0,1,0,0,1,0,0,"Montana",0,-2.8
"89","1998-12-15",1,0,0,1,0,0,0,1,0,0,0,1,0,"Montana",0,5.9
"90","1998-12-16",2,0,0,1,0,1,0,2,0,0,1,1,0,"Montana",0,3.8
"91","1998-12-18",4,0,1,0,3,0,4,0,1,0,3,0,0,"Montana",0,4
"92","1998-12-23",2,0,0,0,2,0,1,1,0,0,1,0,1,"Montana",0,-1.6
"93","1998-12-25",1,0,1,0,0,0,1,0,0,0,1,0,0,"Montana",0,-3.8
"94","1998-12-26",1,0,0,0,1,0,1,0,0,0,0,0,1,"Montana",0,1.3
"95","1998-12-28",1,0,0,1,0,0,0,1,0,1,0,0,0,"Montana",21,2.6
"96","1998-12-29",1,0,1,0,0,0,0,1,0,0,0,1,0,"Montana",45,0.8
"97","1998-12-31",2,1,1,0,0,0,2,0,2,0,0,0,0,"Montana",52,0.3
"98","1999-01-03",1,0,1,0,0,0,1,0,0,1,0,0,0,"Montana",0,-0.2
"99","1999-01-07",1,0,0,0,1,0,1,0,0,0,1,0,0,"Montana",0,6.5
"100","1999-01-10",2,0,0,0,0,2,2,0,0,0,0,2,0,"Montana",16,-2.2
